"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"18/08/2023","552,26","559,54","559,54","551,61","1,09B","-1,34%"
"16/08/2023","559,76","559,16","559,76","554,48","1,07B","0,11%"
"15/08/2023","559,16","558,34","560,13","556,97","1,34B","0,16%"
"14/08/2023","558,25","553,34","558,25","549,24","1,32B","0,89%"
"11/08/2023","553,34","552,52","553,78","550,05","920,21M","0,15%"
"10/08/2023","552,52","553,15","556,16","551,38","1,03B","-0,11%"
"09/08/2023","553,15","551,34","553,87","550,88","950,08M","0,33%"
"08/08/2023","551,34","551,70","554,61","550,98","855,87M","-0,06%"
"07/08/2023","551,65","551,48","553,67","550,37","914,21M","0,03%"
"04/08/2023","551,48","553,84","556,50","551,34","755,02M","-0,42%"
"03/08/2023","553,80","549,02","556,37","547,04","1,11B","0,87%"
"02/08/2023","549,02","552,01","552,01","545,90","1,24B","-0,54%"
"01/08/2023","552,01","555,96","556,07","550,27","1,72B","-0,73%"
"31/07/2023","556,05","549,51","556,05","549,51","1,35B","1,19%"
"28/07/2023","549,51","546,97","549,51","544,26","1,07B","0,47%"
"27/07/2023","546,93","553,87","554,05","546,86","1,59B","-1,25%"
"26/07/2023","553,87","550,82","554,37","549,87","1,55B","0,55%"
"25/07/2023","550,82","555,41","558,17","550,80","1,52B","-0,90%"
"24/07/2023","555,84","551,88","558,72","551,88","1,42B","0,72%"
"21/07/2023","551,88","549,44","551,88","545,83","1,09B","0,44%"
"20/07/2023","549,44","549,29","551,53","548,05","1,67B","0,02%"
"18/07/2023","549,34","554,42","556,61","545,56","1,13B","-0,92%"
"17/07/2023","554,42","557,62","560,52","554,42","988,54M","-0,57%"
"14/07/2023","557,58","556,56","559,77","556,28","1,10B","0,18%"
"13/07/2023","556,56","556,04","558,63","554,78","1,35B","0,10%"
"12/07/2023","556,00","557,75","559,69","555,73","897,76M","-0,31%"
"11/07/2023","557,75","551,82","557,75","551,78","1,12B","1,08%"
"10/07/2023","551,77","551,34","554,84","551,34","692,19M","0,08%"
"07/07/2023","551,34","553,06","553,06","548,86","1,14B","-0,33%"
"06/07/2023","553,15","551,21","554,11","550,51","1,19B","0,31%"
"05/07/2023","551,43","546,06","551,43","545,83","1,14B","0,98%"
"04/07/2023","546,06","545,78","546,94","544,39","1,05B","0,06%"
"03/07/2023","545,74","542,42","546,11","542,42","846,71M","0,60%"
"27/06/2023","542,46","543,69","544,70","542,05","767,67M","-0,23%"
"26/06/2023","543,69","544,10","545,80","542,33","691,38M","-0,08%"
"23/06/2023","544,10","542,38","545,48","542,34","948,20M","0,32%"
"22/06/2023","542,38","547,51","549,49","542,38","1,14B","-0,93%"
"21/06/2023","547,46","543,68","548,39","542,49","1,27B","0,70%"
"20/06/2023","543,68","546,97","547,99","541,35","889,76M","-0,60%"
"19/06/2023","546,97","547,84","548,18","544,82","778,15M","-0,16%"
"16/06/2023","547,84","549,29","552,13","547,74","1,73B","-0,28%"
"15/06/2023","549,37","545,93","550,04","543,40","1,12B","0,63%"
"14/06/2023","545,93","542,55","546,43","542,30","1,25B","0,62%"
"13/06/2023","542,59","546,20","546,78","542,12","1,32B","-0,66%"
"12/06/2023","546,20","545,74","546,20","542,28","1,06B","0,12%"
"09/06/2023","545,57","545,87","547,58","543,46","968,71M","-0,07%"
"08/06/2023","545,96","545,14","546,66","543,17","1,11B","0,15%"
"07/06/2023","545,14","543,47","545,16","539,46","1,64B","0,32%"
"06/06/2023","543,43","539,12","545,56","538,00","1,68B","0,80%"
"05/06/2023","539,12","530,52","544,02","530,52","1,86B","1,62%"
"31/05/2023","530,52","537,62","539,09","530,52","2,20B","-1,32%"
"30/05/2023","537,62","541,44","542,70","537,46","1,13B","-0,71%"
"29/05/2023","541,44","536,35","541,44","532,48","1,11B","0,97%"
"26/05/2023","536,25","537,04","540,57","535,91","1,13B","-0,15%"
"25/05/2023","537,04","543,51","544,31","537,04","1,01B","-1,19%"
"24/05/2023","543,51","541,07","544,33","538,55","920,05M","0,45%"
"23/05/2023","541,07","544,14","544,68","541,07","1,10B","-0,56%"
"22/05/2023","544,14","541,11","547,65","540,96","1,23B","0,56%"
"19/05/2023","541,11","545,50","545,50","539,81","1,49B","-0,80%"
"17/05/2023","545,50","548,43","549,81","544,31","1,64B","-0,54%"
"16/05/2023","548,48","550,41","552,24","546,33","1,18B","-0,35%"
"15/05/2023","550,41","548,90","550,85","546,13","1,08B","0,32%"
"12/05/2023","548,64","553,58","553,58","548,08","801,96M","-0,89%"
"11/05/2023","553,58","560,11","560,11","551,05","1,06B","-1,17%"
"10/05/2023","560,11","557,96","561,43","557,70","951,10M","0,41%"
"09/05/2023","557,80","556,11","559,29","555,16","1,12B","0,30%"
"08/05/2023","556,11","555,16","558,37","553,95","1,18B","0,16%"
"05/05/2023","555,22","559,37","559,37","549,04","1,24B","-0,74%"
"04/05/2023","559,37","559,74","561,27","557,41","1,01B","-0,07%"
"03/05/2023","559,74","564,42","564,42","555,50","1,01B","-0,83%"
"02/05/2023","564,42","577,28","577,28","560,63","1,06B","-2,23%"
"28/04/2023","577,28","577,20","577,28","572,89","910,37M","0,01%"
"27/04/2023","577,20","578,96","580,16","576,15","791,57M","-0,26%"
"26/04/2023","578,69","569,39","578,69","569,31","1,13B","1,63%"
"18/04/2023","569,39","566,88","571,80","566,27","805,67M","0,44%"
"17/04/2023","566,88","569,04","570,73","564,64","808,10M","-0,37%"
"14/04/2023","568,99","569,40","573,64","568,99","986,37M","-0,05%"
"13/04/2023","569,30","569,44","572,45","568,41","859,72M","-0,05%"
"12/04/2023","569,60","571,94","572,96","567,22","866,65M","-0,40%"
"11/04/2023","571,89","569,37","571,89","567,47","861,94M","0,44%"
"10/04/2023","569,37","569,04","570,28","564,72","785,35M","0,06%"
"06/04/2023","569,04","570,10","574,04","569,04","952,02M","-0,19%"
"05/04/2023","570,10","572,19","574,84","570,10","1,12B","-0,36%"
"04/04/2023","572,19","570,52","573,99","567,60","871,72M","0,28%"
"03/04/2023","570,57","571,71","574,10","568,14","898,65M","-0,20%"
"31/03/2023","571,71","573,09","575,10","570,19","928,24M","-0,23%"
"30/03/2023","573,04","576,90","579,20","570,86","892,29M","-0,67%"
"29/03/2023","576,90","569,64","579,09","569,64","1,11B","1,27%"
"28/03/2023","569,64","561,35","570,52","561,35","824,01M","1,48%"
"27/03/2023","561,35","563,22","567,54","560,58","812,81M","-0,33%"
"24/03/2023","563,22","561,64","566,33","561,64","1,31B","0,44%"
"21/03/2023","560,74","555,08","560,74","554,95","715,76M","1,02%"
"20/03/2023","555,08","560,20","560,20","551,41","1,00B","-0,91%"
"17/03/2023","560,20","546,04","560,20","546,04","1,37B","2,59%"
"16/03/2023","546,04","552,04","552,26","543,15","1,30B","-1,09%"
"15/03/2023","552,04","557,39","562,67","552,04","1,06B","-0,96%"
"14/03/2023","557,39","565,64","566,86","557,39","1,34B","-1,48%"
"13/03/2023","565,74","564,46","567,89","562,69","916,72M","0,21%"
"10/03/2023","564,57","564,85","564,85","560,26","754,00M","-0,05%"
"09/03/2023","564,85","562,99","567,99","562,99","744,62M","0,33%"
"08/03/2023","562,99","563,81","564,64","558,56","943,39M","-0,15%"
"07/03/2023","563,81","569,77","570,47","563,29","814,77M","-1,06%"
"06/03/2023","569,83","573,30","576,35","569,83","810,54M","-0,59%"
"03/03/2023","573,19","575,00","580,08","571,46","895,31M","-0,31%"
"02/03/2023","575,00","577,68","578,24","575,00","966,95M","-0,46%"
"01/03/2023","577,63","577,94","582,20","575,93","855,37M","-0,06%"
"28/02/2023","577,99","578,11","585,15","577,99","1,54B","-0,02%"
"27/02/2023","578,11","582,89","582,99","574,02","756,94M","-0,82%"
"24/02/2023","582,89","580,54","583,81","579,19","963,74M","0,40%"
"23/02/2023","580,54","576,26","580,54","575,16","1,08B","0,75%"
"22/02/2023","576,21","581,22","582,46","572,63","994,72M","-0,87%"
"21/02/2023","581,27","582,53","585,12","580,95","783,77M","-0,22%"
"20/02/2023","582,53","579,18","582,53","575,67","1,02B","0,59%"
"17/02/2023","579,13","581,22","582,35","576,62","1,12B","-0,36%"
"16/02/2023","581,22","584,85","586,25","579,10","1,25B","-0,62%"
"15/02/2023","584,85","584,14","586,43","581,09","1,27B","0,12%"
"14/02/2023","584,14","578,30","584,37","578,30","1,14B","1,01%"
"13/02/2023","578,30","581,73","583,45","577,55","1,11B","-0,59%"
"10/02/2023","581,73","578,82","581,73","572,36","1,73B","0,36%"
"09/02/2023","579,62","584,85","584,85","579,62","1,09B","-0,89%"
"08/02/2023","584,85","582,32","585,28","581,10","943,39M","0,43%"
"07/02/2023","582,32","577,19","583,15","577,19","1,11B","0,89%"
"06/02/2023","577,19","578,92","581,09","573,61","1,24B","-0,30%"
"03/02/2023","578,92","582,54","584,17","578,46","1,22B","-0,61%"
"02/02/2023","582,49","580,17","584,47","579,73","1,44B","0,40%"
"01/02/2023","580,17","577,42","583,54","577,42","1,66B","0,45%"
"31/01/2023","577,58","584,96","584,96","577,47","1,55B","-1,26%"
"30/01/2023","584,96","584,11","587,47","579,89","1,11B","0,14%"
"27/01/2023","584,11","584,34","588,63","583,76","2,05B","-0,04%"
"26/01/2023","584,34","585,92","587,99","583,77","2,51B","-0,27%"
"25/01/2023","585,92","590,09","590,96","584,03","1,09B","-0,71%"
"24/01/2023","590,09","591,84","593,41","587,92","2,24B","-0,30%"
"20/01/2023","591,84","591,52","593,54","589,43","1,23B","0,06%"
"19/01/2023","591,52","587,55","592,08","585,03","1,30B","0,67%"
"18/01/2023","587,55","585,64","588,02","581,40","1,45B","0,33%"
"17/01/2023","585,64","581,82","588,46","581,11","2,64B","0,66%"
"16/01/2023","581,82","578,08","581,82","577,53","1,80B","0,65%"
"13/01/2023","578,08","578,92","580,97","574,48","890,60M","-0,15%"
"12/01/2023","578,97","579,68","580,96","575,55","1,06B","-0,12%"
"11/01/2023","579,68","577,13","579,80","572,00","1,21B","0,43%"
"10/01/2023","577,18","577,63","578,57","570,65","1,02B","-0,08%"
"09/01/2023","577,63","573,63","578,02","571,21","1,42B","0,70%"
"06/01/2023","573,63","568,79","574,30","565,40","888,55M","0,84%"
"05/01/2023","568,85","577,01","577,01","564,59","1,77B","-1,40%"
"04/01/2023","576,95","588,77","590,46","576,95","1,20B","-2,00%"
"03/01/2023","588,71","583,32","590,42","582,20","1,42B","0,91%"
"02/01/2023","583,43","588,04","588,07","582,66","424,48M","-0,78%"
"30/12/2022","588,04","591,47","592,17","588,04","797,52M","-0,56%"
"29/12/2022","591,36","587,01","591,36","585,13","647,36M","0,71%"
"28/12/2022","587,17","592,37","593,16","584,95","892,35M","-0,88%"
"27/12/2022","592,37","591,26","594,75","591,13","959,62M","0,20%"
"26/12/2022","591,21","591,76","593,65","588,22","798,71M","-0,09%"
"23/12/2022","591,76","593,81","593,81","588,11","842,55M","-0,35%"
"22/12/2022","593,86","594,69","596,30","592,51","982,40M","-0,14%"
"21/12/2022","594,69","593,09","594,86","590,64","881,92M","0,27%"
"20/12/2022","593,09","596,63","596,73","590,77","945,21M","-0,59%"
"19/12/2022","596,63","597,65","598,39","593,46","1,06B","-0,21%"
"16/12/2022","597,86","591,87","597,86","587,55","1,71B","1,00%"
"15/12/2022","591,93","596,97","596,99","591,46","1,02B","-0,85%"
"14/12/2022","596,97","593,08","599,05","593,08","952,64M","0,66%"
"13/12/2022","593,08","593,66","595,08","591,07","1,06B","-0,09%"
"12/12/2022","593,61","583,93","593,61","580,34","907,02M","1,66%"
"09/12/2022","583,93","592,36","592,36","581,42","970,64M","-1,42%"
"08/12/2022","592,36","590,18","592,36","579,08","1,49B","0,34%"
"07/12/2022","590,34","587,89","590,54","584,51","1,26B","0,42%"
"06/12/2022","587,89","599,75","599,75","585,02","1,51B","-1,98%"
"05/12/2022","599,75","607,66","608,29","599,15","1,20B","-1,30%"
"02/12/2022","607,66","608,39","608,39","604,16","1,17B","-0,12%"
"01/12/2022","608,39","608,47","612,06","606,97","1,27B","-0,01%"
"30/11/2022","608,47","607,85","612,42","606,73","1,73B","0,10%"
"29/11/2022","607,84","603,80","607,84","602,61","998,64M","0,67%"
"28/11/2022","603,82","608,99","608,99","603,43","885,95M","-0,85%"
"25/11/2022","609,00","610,56","610,61","603,24","483,01M","-0,25%"
"24/11/2022","610,54","607,88","612,12","607,88","642,20M","0,44%"
"23/11/2022","607,87","606,10","612,21","606,10","818,26M","0,29%"
"22/11/2022","606,08","609,92","613,09","606,08","885,14M","-0,63%"
"21/11/2022","609,92","607,07","611,23","607,02","1,11B","0,47%"
"18/11/2022","607,07","606,30","609,07","604,34","738,65M","0,13%"
"17/11/2022","606,28","609,68","609,68","600,99","802,13M","-0,56%"
"16/11/2022","609,68","612,98","614,50","604,82","1,06B","-0,54%"
"15/11/2022","612,98","609,98","613,84","608,51","1,17B","0,49%"
"14/11/2022","609,98","612,47","614,88","608,53","1,17B","-0,41%"
"11/11/2022","612,47","607,18","614,27","607,18","1,62B","0,88%"
"10/11/2022","607,12","616,60","616,60","605,05","1,09B","-1,54%"
"09/11/2022","616,60","619,42","621,03","613,94","1,10B","-0,46%"
"08/11/2022","619,43","623,07","624,27","617,34","1,14B","-0,58%"
"07/11/2022","623,06","615,40","623,06","612,70","1,26B","1,24%"
"04/11/2022","615,40","606,95","615,40","604,61","1,03B","1,39%"
"03/11/2022","606,95","609,52","611,16","603,77","1,03B","-0,42%"
"02/11/2022","609,52","613,25","617,85","606,16","1,16B","-0,61%"
"01/11/2022","613,25","618,36","620,17","611,59","1,33B","-0,82%"
"31/10/2022","618,34","619,76","621,68","617,38","1,14B","-0,23%"
"28/10/2022","619,76","622,92","624,26","614,99","699,69M","-0,51%"
"27/10/2022","622,92","621,27","627,62","620,85","1,12B","0,27%"
"26/10/2022","621,25","611,66","622,16","611,53","1,43B","1,57%"
"25/10/2022","611,65","614,83","619,49","609,93","931,38M","-0,52%"
"24/10/2022","614,81","613,16","618,88","613,03","835,08M","0,27%"
"21/10/2022","613,14","615,09","617,66","612,65","849,22M","-0,31%"
"20/10/2022","615,08","604,59","615,39","603,90","1,34B","1,73%"
"19/10/2022","604,59","599,98","606,28","596,62","990,43M","0,77%"
"18/10/2022","599,98","604,03","607,56","598,94","872,83M","-0,67%"
"17/10/2022","604,02","600,63","604,02","593,25","760,20M","0,56%"
"14/10/2022","600,63","605,22","609,64","600,63","626,64M","-0,76%"
"13/10/2022","605,20","607,95","609,53","605,20","713,61M","-0,45%"
"12/10/2022","607,95","608,12","612,81","600,98","888,51M","-0,03%"
"11/10/2022","608,12","610,13","612,01","607,50","750,27M","-0,33%"
"10/10/2022","610,13","613,66","613,66","605,72","772,48M","-0,58%"
"07/10/2022","613,71","615,75","616,29","610,93","622,03M","-0,33%"
"06/10/2022","615,75","616,92","623,36","615,65","1,06B","-0,19%"
"05/10/2022","616,92","615,48","622,01","614,70","927,92M","0,24%"
"04/10/2022","615,47","610,04","617,92","610,04","978,55M","0,90%"
"03/10/2022","609,99","611,04","612,07","607,43","775,85M","-0,17%"
"30/09/2022","611,04","611,50","611,85","602,62","1,18B","-0,08%"
"29/09/2022","611,50","610,78","617,67","610,37","838,76M","0,12%"
"28/09/2022","610,76","617,66","619,26","610,76","876,22M","-1,12%"
"27/09/2022","617,68","618,93","620,49","613,85","1,13B","-0,20%"
"26/09/2022","618,93","627,29","627,29","612,64","1,48B","-1,34%"
"23/09/2022","627,32","631,52","631,52","626,14","1,11B","-0,66%"
"22/09/2022","631,48","625,33","632,11","620,94","1,13B","0,98%"
"21/09/2022","625,37","623,65","625,37","619,15","1,04B","0,27%"
"20/09/2022","623,68","624,71","628,43","622,99","876,87M","-0,16%"
"19/09/2022","624,68","625,40","628,74","620,09","1,16B","-0,11%"
"16/09/2022","625,37","628,53","628,82","619,98","1,62B","-0,50%"
"15/09/2022","628,53","627,81","637,19","627,81","1,46B","0,12%"
"14/09/2022","627,77","631,94","631,94","622,10","1,37B","-0,67%"
"13/09/2022","631,99","629,83","635,16","629,82","1,44B","0,34%"
"12/09/2022","629,83","625,10","629,83","625,10","863,25M","0,76%"
"09/09/2022","625,09","621,36","625,65","619,37","866,83M","0,60%"
"08/09/2022","621,35","620,59","626,00","620,52","1,25B","0,12%"
"07/09/2022","620,59","625,07","625,36","617,92","1,26B","-0,72%"
"06/09/2022","625,07","622,45","629,14","622,45","1,34B","0,42%"
"05/09/2022","622,43","617,02","624,17","613,32","1,20B","0,88%"
"02/09/2022","617,03","613,63","619,18","612,87","1,06B","0,55%"
"01/09/2022","613,63","616,72","619,84","613,63","1,11B","-0,50%"
"31/08/2022","616,72","615,31","616,72","606,28","1,49B","0,23%"
"30/08/2022","615,30","612,87","622,03","612,87","1,21B","0,40%"
"29/08/2022","612,85","611,67","612,85","600,07","1,02B","0,19%"
"26/08/2022","611,72","613,74","616,13","611,34","1,23B","-0,32%"
"25/08/2022","613,71","618,93","619,38","612,53","1,11B","-0,84%"
"24/08/2022","618,93","615,86","620,23","614,26","1,02B","0,50%"
"23/08/2022","615,85","605,75","617,65","605,38","1,44B","1,66%"
"22/08/2022","605,79","611,26","611,81","602,77","1,26B","-0,89%"
"19/08/2022","611,26","611,38","615,76","610,73","1,11B","-0,02%"
"18/08/2022","611,37","606,99","611,37","605,39","1,18B","0,72%"
"16/08/2022","606,99","610,66","615,06","604,82","1,18B","-0,60%"
"15/08/2022","610,66","618,82","621,07","609,96","1,01B","-1,32%"
"12/08/2022","618,82","622,26","623,10","617,29","1,11B","-0,55%"
"11/08/2022","622,26","618,91","625,91","618,91","1,45B","0,54%"
"10/08/2022","618,90","617,33","618,90","610,52","1,09B","0,25%"
"09/08/2022","617,33","618,93","622,84","617,33","1,47B","-0,26%"
"08/08/2022","618,93","613,49","618,93","611,07","1,14B","0,89%"
"05/08/2022","613,49","611,62","613,90","607,83","1,40B","0,31%"
"04/08/2022","611,62","610,95","612,07","607,22","1,69B","0,11%"
"03/08/2022","610,95","604,59","610,95","601,38","1,29B","1,05%"
"02/08/2022","604,59","605,90","607,65","597,22","1,30B","-0,21%"
"01/08/2022","605,90","597,99","605,90","597,74","1,46B","1,32%"
"29/07/2022","597,99","601,25","609,22","596,68","1,61B","-0,54%"
"28/07/2022","601,22","598,52","604,52","597,19","1,87B","0,46%"
"27/07/2022","598,49","593,86","598,49","592,85","1,04B","0,78%"
"26/07/2022","593,87","595,34","596,19","591,24","1,02B","-0,24%"
"25/07/2022","595,33","597,99","601,07","594,69","843,42M","-0,44%"
"22/07/2022","597,96","592,90","598,84","592,46","1,26B","0,85%"
"21/07/2022","592,90","592,11","594,23","586,99","857,74M","0,14%"
"20/07/2022","592,10","584,13","593,83","584,13","1,48B","1,37%"
"19/07/2022","584,10","573,26","584,10","571,43","1,27B","1,89%"
"18/07/2022","573,25","565,80","573,25","564,02","980,25M","1,33%"
"15/07/2022","565,75","573,52","573,85","565,10","1,38B","-1,36%"
"14/07/2022","573,52","565,45","573,52","560,75","1,04B","1,43%"
"13/07/2022","565,45","567,65","570,87","564,48","1,12B","-0,39%"
"12/07/2022","567,65","565,66","570,35","563,90","1,07B","0,35%"
"11/07/2022","565,65","565,88","567,91","560,33","589,17M","-0,05%"
"08/07/2022","565,96","561,53","568,10","561,53","978,60M","0,79%"
"07/07/2022","561,50","558,76","562,38","556,47","807,16M","0,49%"
"06/07/2022","558,76","565,55","566,63","552,08","981,77M","-1,20%"
"05/07/2022","565,55","557,21","571,10","557,21","1,08B","1,50%"
"04/07/2022","557,20","564,41","566,12","547,83","1,24B","-1,28%"
"01/07/2022","564,39","574,56","579,41","561,71","1,22B","-1,77%"
"30/06/2022","574,56","580,21","584,83","571,90","1,44B","-0,97%"
"29/06/2022","580,21","586,33","586,79","580,21","1,15B","-1,04%"
"28/06/2022","586,33","587,99","589,03","583,08","1,56B","-0,28%"
"27/06/2022","587,96","591,03","591,59","583,73","1,25B","-0,51%"
"24/06/2022","591,00","589,08","592,97","588,49","1,28B","0,33%"
"23/06/2022","589,05","585,03","589,52","578,48","1,42B","0,69%"
"22/06/2022","585,03","590,04","591,52","583,40","1,40B","-0,85%"
"21/06/2022","590,03","578,76","590,42","578,76","1,52B","1,95%"
"20/06/2022","578,77","575,76","578,77","570,56","1,00B","0,52%"
"17/06/2022","575,75","577,42","577,68","570,61","1,39B","-1,11%"
"16/06/2022","582,23","585,03","589,51","581,29","1,64B","0,71%"
"15/06/2022","578,13","583,97","584,84","571,35","1,43B","-1,25%"
"14/06/2022","585,47","578,79","585,47","574,89","1,51B","0,53%"
"13/06/2022","582,37","585,23","585,48","574,89","1,57B","-2,19%"
"10/06/2022","595,41","600,77","602,92","593,30","1,33B","-1,42%"
"09/06/2022","604,00","611,36","613,75","604,00","1,61B","-1,16%"
"08/06/2022","611,08","609,33","611,69","607,24","1,66B","0,14%"
"07/06/2022","610,22","614,49","616,90","610,22","1,55B","-0,60%"
"06/06/2022","613,88","614,26","618,68","607,75","1,19B","-0,31%"
"03/06/2022","615,78","617,18","620,05","613,90","1,63B","0,24%"
"02/06/2022","614,31","617,79","618,91","610,13","1,85B","0,00%"
"31/05/2022","614,30","606,26","614,62","602,81","2,41B","1,89%"
"30/05/2022","602,91","605,00","605,34","597,94","1,27B","0,36%"
"27/05/2022","600,77","598,83","601,62","596,70","1,27B","1,15%"
"25/05/2022","593,95","597,20","598,08","591,02","1,50B","-0,40%"
"24/05/2022","596,35","594,49","597,99","592,43","2,07B","0,90%"
"23/05/2022","591,02","601,35","602,56","587,70","1,49B","-1,24%"
"20/05/2022","598,43","590,88","601,70","590,88","1,78B","1,75%"
"19/05/2022","588,11","586,20","590,12","579,18","1,88B","-0,97%"
"18/05/2022","593,85","592,91","595,14","586,76","1,80B","0,40%"
"17/05/2022","591,48","589,12","595,24","587,98","1,63B","0,12%"
"13/05/2022","590,78","584,90","595,36","581,10","2,25B","0,61%"
"12/05/2022","587,23","601,84","602,32","584,48","1,77B","-2,67%"
"11/05/2022","603,31","598,09","609,43","598,03","","1,11%"
"10/05/2022","596,72","583,05","598,94","577,10","2,04B","0,41%"
"09/05/2022","594,30","618,47","619,57","592,20","1,96B","-4,02%"
"28/04/2022","619,20","620,32","624,13","618,09","2,57B","0,82%"
"27/04/2022","614,16","609,42","616,27","608,99","1,27B","0,51%"
"26/04/2022","611,05","607,17","611,22","605,43","1,59B","0,70%"
"25/04/2022","606,79","603,43","608,07","597,67","1,50B","0,09%"
"22/04/2022","606,27","610,14","613,09","602,06","1,50B","-0,73%"
"21/04/2022","610,75","609,75","616,84","609,75","1,44B","0,37%"
"20/04/2022","608,48","613,07","614,74","607,93","2,10B","-0,39%"
"19/04/2022","610,85","610,21","614,08","608,50","1,35B","0,36%"
"18/04/2022","608,65","608,77","611,26","606,83","1,26B","0,14%"
"14/04/2022","607,80","611,08","612,46","606,58","1,57B","-0,37%"
"13/04/2022","610,07","605,79","610,23","604,23","1,76B","1,46%"
"12/04/2022","601,29","602,19","604,43","594,47","1,56B","-0,13%"
"11/04/2022","602,06","612,14","613,71","599,80","1,48B","-1,50%"
"08/04/2022","611,26","606,52","612,44","606,39","1,38B","1,16%"
"07/04/2022","604,24","604,91","607,78","601,70","1,49B","-0,06%"
"06/04/2022","604,57","605,03","607,82","601,56","1,31B","-0,21%"
"05/04/2022","605,86","601,11","606,03","599,60","1,18B","0,92%"
"04/04/2022","600,34","595,06","600,34","593,82","1,08B","1,04%"
"01/04/2022","594,16","590,78","594,72","590,27","1,50B","0,68%"
"31/03/2022","590,17","593,91","595,83","589,02","1,60B","-0,27%"
"30/03/2022","591,76","589,69","592,42","588,54","2,38B","0,88%"
"29/03/2022","586,61","590,65","592,44","586,50","1,75B","-0,54%"
"28/03/2022","589,79","584,29","590,91","583,47","1,93B","0,97%"
"25/03/2022","584,15","590,19","590,24","581,08","1,59B","-1,05%"
"24/03/2022","590,37","584,00","590,37","583,01","1,88B","1,39%"
"23/03/2022","582,30","583,57","585,87","579,91","1,80B","0,02%"
"22/03/2022","582,16","575,68","582,16","575,61","1,84B","1,34%"
"21/03/2022","574,44","575,24","575,79","571,54","1,53B","0,15%"
"18/03/2022","573,58","572,92","574,46","568,27","2,90B","0,41%"
"17/03/2022","571,24","577,63","578,94","570,10","2,27B","-0,87%"
"16/03/2022","576,25","571,04","576,25","568,07","2,13B","1,40%"
"15/03/2022","568,31","577,42","578,96","565,51","1,91B","-1,67%"
"14/03/2022","577,95","584,66","586,01","573,62","2,26B","-0,84%"
"11/03/2022","582,87","576,76","582,87","574,37","1,65B","0,63%"
"10/03/2022","579,24","576,80","579,35","568,83","2,22B","0,93%"
"09/03/2022","573,90","573,68","579,18","572,44","2,42B","-0,20%"
"08/03/2022","575,04","588,80","592,74","572,85","3,90B","-1,61%"
"07/03/2022","584,47","585,41","586,96","578,24","2,83B","0,23%"
"04/03/2022","583,14","577,42","583,20","574,21","2,36B","2,18%"
"02/03/2022","570,70","578,89","581,35","569,31","1,71B","-0,73%"
"01/03/2022","574,92","581,18","583,70","574,19","2,11B","0,62%"
"25/02/2022","571,41","569,35","576,41","569,27","1,86B","0,58%"
"24/02/2022","568,11","572,92","576,15","560,48","2,40B","-1,17%"
"23/02/2022","574,83","569,03","574,83","567,33","1,34B","1,16%"
"22/02/2022","568,26","567,97","570,95","561,42","1,26B","-0,18%"
"21/02/2022","569,26","570,23","574,39","567,78","1,24B","-0,23%"
"18/02/2022","570,55","566,03","572,51","564,58","1,29B","0,72%"
"17/02/2022","566,44","568,20","570,03","562,37","869,85M","-0,22%"
"16/02/2022","567,72","570,12","572,67","567,72","998,68M","-0,02%"
"15/02/2022","567,83","562,96","567,83","561,92","866,73M","0,96%"
"14/02/2022","562,42","565,49","566,24","558,06","1,13B","-1,14%"
"11/02/2022","568,93","573,70","574,66","565,10","1,08B","-0,68%"
"10/02/2022","572,85","571,73","575,63","570,61","1,63B","0,86%"
"09/02/2022","567,99","565,56","568,44","564,90","1,21B","0,91%"
"08/02/2022","562,86","568,62","570,31","562,86","1,44B","-1,05%"
"07/02/2022","568,84","563,62","568,95","563,44","1,07B","1,10%"
"04/02/2022","562,64","560,73","563,67","558,51","950,96M","0,61%"
"03/02/2022","559,24","562,44","563,14","553,92","977,34M","-0,49%"
"02/02/2022","561,99","557,06","563,74","556,98","1,34B","0,93%"
"31/01/2022","556,83","558,07","558,86","555,29","1,13B","-0,12%"
"28/01/2022","557,52","556,27","559,17","554,16","1,11B","0,18%"
"27/01/2022","556,52","559,42","559,50","553,48","1,24B","-0,74%"
"26/01/2022","560,67","555,66","560,67","553,99","1,17B","1,36%"
"25/01/2022","553,16","558,87","559,03","549,49","1,20B","-1,26%"
"24/01/2022","560,20","564,62","564,79","558,36","822,43M","-1,08%"
"21/01/2022","566,30","555,28","566,30","552,89","1,11B","1,98%"
"20/01/2022","555,29","554,06","558,30","552,14","1,71B","0,58%"
"19/01/2022","552,06","552,98","554,78","550,15","1,50B","-0,16%"
"18/01/2022","552,96","557,09","558,31","545,93","1,68B","-0,52%"
"17/01/2022","555,85","565,34","565,77","553,83","1,48B","-1,43%"
"14/01/2022","563,93","562,38","565,15","559,46","1,22B","0,20%"
"13/01/2022","562,80","563,07","563,47","559,13","1,53B","0,39%"
"12/01/2022","560,59","562,13","564,85","557,16","1,73B","0,32%"
"11/01/2022","558,79","569,29","570,79","558,71","1,54B","-1,45%"
"10/01/2022","567,03","574,31","574,91","567,03","1,06B","-1,02%"
"07/01/2022","572,87","567,91","574,55","565,15","1,19B","1,12%"
"06/01/2022","566,52","565,71","566,56","557,77","1,32B","0,17%"
"05/01/2022","565,58","573,46","575,32","564,56","1,49B","-1,18%"
"04/01/2022","572,35","570,51","575,48","570,51","2,01B","0,51%"
"03/01/2022","569,42","560,67","571,04","560,64","852,45M","1,32%"
